self_employed,num_employees,tech_company,role,mental_health_benefits,knowledge_of_mental_healthcare_coverage,employer_discussed_mental_health,employer_offer_resources,anonymity_protected,asking_for_leave,discuss_mental_health_disorder_with_employer,believe_negative_consequences_of_employer_discussion,discuss_mental_health_disorder_with_coworkers,discuss_mental_health_disorder_with_supervisor,employer_mental_health_serious,negative_consequences_at_work,medical_coverage,know_of_resources_for_help,reveal_diagnosis_with_collegues,negative_impact_of_revealing_diagnosis,productivity_affected_mental_health,percentage_work_time_affected,discuss_physical_health_potential_employer,discuss_mental_health_potential_employer,hurt_career,believe_negative_view_from_collegues,share_with_friends_family,bad_response_to_mental_health_at_work,family_history,had_disorder_in_past,have_disorder,been_diagnosed,sought_treatment,interferes_with_work_if_treated_effectively,age,gender,work_remotely
1,,,,,,,,,,,,,,,,0,"Yes, I know several","No, because it doesn't matter",I'm not sure,Yes,51-75%,Maybe,Maybe,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,I don't know,Yes,Yes,No,1,Rarely,38,Male,Sometimes
0,6-25,0,1,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,No,No,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,32,M,Always
0,500-1000,0,1,Yes,I am not sure,Yes,Yes,No,Very difficult,Yes,No,Maybe,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,No,No,No,No,0,Not applicable to me,59,female,Never
1,,,,,,,,,,,,,,,,1,"Yes, I know several",Not applicable to me,N/A,Not applicable to me,,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,I don't know,No,No,No,0,Not applicable to me,43,man,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"No, because it would impact me negatively",I'm not sure,Yes,26-50%,Maybe,No,"Yes, I think it would",Maybe,Very open,N/A,No,Yes,Yes,Yes,1,Sometimes,55,female,Always
0,More than 1000,1,,Yes,Yes,I don't know,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Yes,"No, I don't think it would","No, I don't think they would",Very open,No,Yes,Yes,No,Yes,1,Sometimes,32,Male,Always
0,More than 1000,0,1,Not eligible for coverage / N/A,N/A,No,Yes,I don't know,Very difficult,Yes,No,No,No,No,No,,,,,,,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,I don't know,No,Maybe,No,0,Not applicable to me,41,male,Never
0,1-5,1,,No,I am not sure,No,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,"Yes, I think it would",Maybe,Very open,No,Yes,Yes,Yes,Yes,1,Rarely,38,f,Always
1,,,,,,,,,,,,,,,,0,"No, I don't know any","No, because it would impact me negatively",N/A,Yes,26-50%,No,No,"Yes, I think it would",Maybe,Not open at all,Maybe/Not sure,No,Yes,Yes,Yes,1,Sometimes,46,Male,Sometimes
0,More than 1000,0,1,No,No,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,Maybe,No,No,,,,,,,No,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat open,"Yes, I observed",Yes,Yes,No,Yes,1,Rarely,43,Male,Never
0,100-500,1,,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,No,No,"No, I don't think it would","No, they do not",Somewhat not open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,29,Female,Always
1,,,,,,,,,,,,,,,,0,"Yes, I know several",Not applicable to me,N/A,Yes,1-25%,Yes,Yes,Maybe,Maybe,Somewhat open,N/A,I don't know,Maybe,No,No,0,Not applicable to me,42,male,Always
0,100-500,1,,I don't know,I am not sure,Yes,I don't know,I don't know,Very easy,No,No,Yes,Maybe,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,No,No,No,No,No,0,Not applicable to me,25,female ,Never
0,26-100,1,,Yes,Yes,Yes,No,No,Somewhat easy,No,No,Maybe,Yes,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, they do",Neutral,Maybe/Not sure,No,Yes,Yes,Yes,0,Sometimes,49,Male,Never
0,26-100,1,,No,No,Yes,No,I don't know,I don't know,Yes,Yes,No,No,I don't know,No,,,,,,,No,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,No,Yes,Yes,1,Sometimes,36,Male,Always
1,,,,,,,,,,,,,,,,1,"No, I don't know any",Not applicable to me,N/A,Yes,1-25%,Yes,Maybe,"Yes, I think it would",Maybe,Somewhat not open,"Yes, I observed",No,Yes,No,No,0,Not applicable to me,30,Male,Always
0,26-100,1,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No,,,,,,,Maybe,No,"No, I don't think it would",Maybe,Somewhat open,N/A,Yes,No,No,No,0,Not applicable to me,28,Male,Sometimes
0,More than 1000,0,1,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,37,m,Sometimes
0,6-25,0,0,Not eligible for coverage / N/A,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,No,I don't know,Yes,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",Yes,Maybe,Yes,Yes,0,Rarely,23,female,Sometimes
1,,,,,,,,,,,,,,,,0,"No, I don't know any",Not applicable to me,N/A,Not applicable to me,,Yes,Maybe,Maybe,Maybe,Neutral,N/A,Yes,No,No,No,0,Not applicable to me,37,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"Sometimes, if it comes up",I'm not sure,Yes,51-75%,Maybe,Maybe,"Yes, it has",Maybe,Very open,Maybe/Not sure,No,Maybe,Yes,Yes,1,Often,42,m,Always
0,More than 1000,0,1,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No,,,,,,,No,No,Maybe,"Yes, I think they would",Somewhat not open,No,Yes,Yes,Yes,Yes,1,Sometimes,32,male,Never
0,1-5,1,,No,N/A,I don't know,I don't know,I don't know,Somewhat difficult,No,No,No,Maybe,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,Maybe/Not sure,I don't know,No,Maybe,No,0,Not applicable to me,28,Male,Always
0,More than 1000,0,1,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,No,Maybe,I don't know,No,,,,,,,Maybe,No,Maybe,Maybe,Neutral,No,Yes,Yes,Yes,Yes,1,Sometimes,28,M,Never
0,More than 1000,1,,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Maybe,No,No,No,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,29,Male,Never
0,100-500,1,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Very open,"Yes, I observed",No,Maybe,Maybe,Yes,0,Sometimes,35,Male,Always
1,,,,,,,,,,,,,,,,1,"Yes, I know several","Sometimes, if it comes up",Yes,Yes,26-50%,Yes,No,"Yes, it has","Yes, they do",Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,31,Female,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"No, because it would impact me negatively",N/A,Yes,1-25%,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,46,Female,Never
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it doesn't matter",I'm not sure,Unsure,,Maybe,Maybe,Maybe,Maybe,Somewhat open,"Yes, I observed",I don't know,Yes,Maybe,Yes,1,Rarely,19,male,Sometimes
0,500-1000,1,,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,I don't know,Maybe,Maybe,No,0,Not applicable to me,35,Male,Always
0,More than 1000,0,1,Yes,I am not sure,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No,,,,,,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Very open,"Yes, I observed",I don't know,Maybe,No,No,0,Rarely,31,Male,Sometimes
1,,,,,,,,,,,,,,,,0,"No, I don't know any",Not applicable to me,N/A,Unsure,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,No,No,No,No,0,Not applicable to me,31,Male,Sometimes
0,More than 1000,1,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No,,,,,,,Yes,Yes,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",No,No,No,No,0,Not applicable to me,37,m,Always
0,6-25,1,,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Very open,No,Yes,Yes,Yes,Yes,1,Never,34,Female,Sometimes
0,26-100,1,,Yes,Yes,No,No,I don't know,Very easy,No,No,Maybe,Yes,I don't know,No,,,,,,,Maybe,Maybe,"No, I don't think it would",Maybe,Very open,No,Yes,Yes,No,Yes,1,Never,39,Woman,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,N/A,Unsure,,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Very open,No,Yes,No,No,No,1,Not applicable to me,29,Female,Always
0,100-500,1,,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Rarely,29,female,Always
0,More than 1000,1,,Yes,I am not sure,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,,,,,,,Yes,Maybe,Maybe,Maybe,Somewhat open,No,Yes,Yes,No,No,1,Never,63,Male,Sometimes
1,,,,,,,,,,,,,,,,0,I know some,"No, because it would impact me negatively",I'm not sure,Yes,26-50%,Maybe,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,Maybe,Yes,Yes,1,Rarely,45,male,Never
1,,,,,,,,,,,,,,,,0,"No, I don't know any","No, because it doesn't matter",I'm not sure,Yes,26-50%,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat not open,No,I don't know,Maybe,Maybe,No,0,Sometimes,35,m,Always
1,,,,,,,,,,,,,,,,0,"Yes, I know several","No, because it would impact me negatively",Yes,Yes,26-50%,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I experienced",Yes,Yes,Maybe,Yes,1,Often,32,Male,Always
1,,,,,,,,,,,,,,,,0,"No, I don't know any",Not applicable to me,N/A,Unsure,,Yes,No,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",I don't know,Maybe,No,No,0,Not applicable to me,44,Male,Always
0,More than 1000,0,1,No,N/A,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes,,,,,,,No,No,"Yes, it has","Yes, I think they would",Somewhat not open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Often,28,Queer,Never
1,,,,,,,,,,,,,,,,0,I know some,Not applicable to me,N/A,Unsure,,Maybe,Maybe,Maybe,"Yes, I think they would",Somewhat open,"Yes, I observed",No,Maybe,Maybe,No,1,Not applicable to me,39,male,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several",Not applicable to me,N/A,Yes,26-50%,No,No,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",Yes,Yes,Maybe,No,1,Rarely,55,female,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it would impact me negatively",Yes,Yes,26-50%,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,Maybe,Yes,Yes,1,Sometimes,33,female,Sometimes
0,6-25,1,,No,No,No,No,No,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,No,Yes,Maybe,"No, I don't think they would",Neutral,No,No,No,No,No,0,Not applicable to me,19,Male,Always
0,More than 1000,1,,Yes,No,No,No,Yes,Somewhat easy,Maybe,No,No,No,No,Yes,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Maybe,Maybe,No,0,Rarely,40,Male,Always
0,More than 1000,0,1,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Maybe,Yes,I don't know,No,,,,,,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Yes,Maybe,No,Yes,1,Never,49,F,Sometimes
0,6-25,1,,Not eligible for coverage / N/A,N/A,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,I don't know,No,No,No,0,Not applicable to me,27,Female,Sometimes
0,More than 1000,0,1,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,No,No,No,No,No,,,,,,,Yes,No,"Yes, it has","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,39,male,Never
0,More than 1000,0,1,I don't know,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Yes,"No, I don't think it would","No, they do not",Very open,Maybe/Not sure,No,Yes,Yes,Yes,1,Never,35,Male,Never
0,26-100,1,,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat open,N/A,I don't know,Maybe,Maybe,No,0,Rarely,35,M,Sometimes
0,26-100,1,,Yes,I am not sure,No,No,I don't know,Very difficult,Maybe,Maybe,Maybe,No,No,No,,,,,,,Maybe,No,"Yes, it has","Yes, I think they would",Somewhat open,"Yes, I observed",I don't know,Yes,Yes,Yes,1,Rarely,42,female,Sometimes
0,6-25,1,,Yes,Yes,Yes,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,Yes,Yes,"No, I don't think it would",Maybe,Somewhat open,"Yes, I observed",No,No,No,No,0,Not applicable to me,35,Male,Sometimes
0,100-500,1,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,No,Maybe,Yes,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",I don't know,Yes,No,Yes,1,Sometimes,31,female,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"Sometimes, if it comes up",No,Yes,1-25%,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,44,Male ,Always
0,100-500,1,,Yes,Yes,No,No,I don't know,I don't know,Maybe,Maybe,No,No,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,I don't know,Maybe,Maybe,No,1,Sometimes,39,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"No, I don't know any",Not applicable to me,N/A,Unsure,,Maybe,Maybe,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,I don't know,No,No,No,0,Not applicable to me,32,Male,Always
0,More than 1000,1,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,Maybe,Yes,No,,,,,,,Yes,Maybe,Maybe,Maybe,Very open,Maybe/Not sure,No,No,No,No,0,Not applicable to me,45,m,Sometimes
1,,,,,,,,,,,,,,,,0,"No, I don't know any",Not applicable to me,N/A,Unsure,,Maybe,No,"Yes, I think it would","No, I don't think they would",Somewhat open,No,No,No,No,No,1,Not applicable to me,31,m,Sometimes
1,,,,,,,,,,,,,,,,1,"No, I don't know any","Sometimes, if it comes up",I'm not sure,Yes,26-50%,No,No,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Rarely,47,Female,Sometimes
0,26-100,1,,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,No,,,,,,,Yes,No,Maybe,Maybe,Somewhat not open,No,Yes,Maybe,No,No,1,Not applicable to me,29,M,Sometimes
0,6-25,1,,Yes,No,No,No,I don't know,I don't know,No,No,Yes,Yes,Yes,No,,,,,,,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Yes,Yes,No,Yes,1,Never,20,Male,Always
0,100-500,1,,Not eligible for coverage / N/A,N/A,No,I don't know,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,Yes,No,No,No,0,Not applicable to me,34,m,Never
0,500-1000,1,,Not eligible for coverage / N/A,N/A,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,No,"No, I don't think it would","No, I don't think they would",Very open,No,No,Yes,Yes,Yes,1,Rarely,33,Agender,Never
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,N/A,Yes,26-50%,No,No,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Maybe,Maybe,No,1,Sometimes,56,female,Always
1,,,,,,,,,,,,,,,,0,I know some,Not applicable to me,N/A,Unsure,,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,N/A,Yes,Yes,Yes,No,0,Rarely,35,Male,Sometimes
0,100-500,1,,Yes,Yes,No,I don't know,I don't know,I don't know,Yes,No,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,31,m,Sometimes
0,More than 1000,1,,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Yes,Yes,I don't know,Yes,,,,,,,No,No,"No, it has not","No, they do not",Very open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Rarely,36,Male,Sometimes
0,100-500,1,,Yes,Yes,No,Yes,No,Somewhat easy,Maybe,Maybe,No,No,I don't know,Yes,,,,,,,Yes,Yes,Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,No,Yes,No,0,Not applicable to me,30,Male,Always
0,More than 1000,0,1,Yes,I am not sure,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,Maybe,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,Yes,Maybe,Yes,1,Rarely,44,F,Never
0,1-5,1,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Maybe,No,Yes,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat not open,No,I don't know,Yes,Yes,Yes,1,Rarely,23,Female,Sometimes
0,More than 1000,0,1,Yes,No,No,Yes,I don't know,I don't know,Maybe,No,No,No,No,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,46,Male,Never
0,100-500,1,,Yes,Yes,No,No,I don't know,Very easy,No,No,Yes,Yes,No,Yes,,,,,,,No,No,Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Never,33,female,Always
0,500-1000,0,0,Yes,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Maybe,No,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,Yes,Yes,Maybe,Yes,1,Rarely,32,female,Never
1,,,,,,,,,,,,,,,,0,I know some,"No, because it doesn't matter",N/A,Yes,51-75%,Maybe,No,"Yes, it has",Maybe,Somewhat open,"Yes, I experienced",No,Yes,Maybe,Yes,1,Sometimes,45,Male,Sometimes
0,6-25,1,,No,No,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,I don't know,Yes,Yes,No,1,Never,26,male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,N/A,Unsure,,Maybe,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,No,No,0,Not applicable to me,32,Woman,Always
0,More than 1000,1,,I don't know,I am not sure,No,I don't know,I don't know,Very easy,No,No,Maybe,No,I don't know,No,,,,,,,No,No,Maybe,"No, I don't think they would",Not open at all,No,No,No,No,No,0,Not applicable to me,28,Dude,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,N/A,Yes,1-25%,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,Yes,No,No,0,Not applicable to me,44,M,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several",Not applicable to me,I'm not sure,Yes,51-75%,Maybe,No,"Yes, it has","No, I don't think they would",Very open,Maybe/Not sure,Yes,Maybe,Maybe,No,0,Not applicable to me,42,Male,Always
0,More than 1000,1,,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,Yes,No,,,,,,,No,No,Maybe,Maybe,Very open,No,No,No,No,No,0,Not applicable to me,30,Male,Sometimes
0,6-25,1,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",Yes,Maybe,Maybe,Yes,1,Not applicable to me,28,F,Sometimes
0,100-500,1,,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No,,,,,,,Maybe,Maybe,"No, it has not","No, they do not",Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,31,M,Always
0,100-500,1,,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,No,,,,,,,Maybe,No,Maybe,Maybe,Not open at all,No,I don't know,Maybe,Maybe,No,0,Not applicable to me,29,male,Sometimes
0,26-100,1,,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,No,,,,,,,No,No,Maybe,"Yes, I think they would",Not open at all,Maybe/Not sure,No,Maybe,Maybe,No,0,Not applicable to me,33,Male,Sometimes
0,More than 1000,1,,Yes,Yes,I don't know,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,Yes,No,,,,,,,No,No,"Yes, I think it would",Maybe,Somewhat not open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Rarely,43,female,Always
0,100-500,1,,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,No,No,No,Maybe,No,0,Never,28,Male,Always
1,,,,,,,,,,,,,,,,0,"No, I don't know any","No, because it doesn't matter",I'm not sure,Yes,26-50%,Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,No,I don't know,Maybe,Maybe,No,0,Sometimes,42,Fluid,Always
0,100-500,1,,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,Yes,,,,,,,Yes,No,Maybe,Maybe,Very open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,38,Male,Always
0,6-25,0,1,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,No,Maybe,No,I don't know,No,,,,,,,Yes,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",No,Yes,Maybe,Yes,1,Never,30,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it doesn't matter",N/A,Yes,51-75%,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Never,51,female,Sometimes
0,26-100,1,,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",No,No,No,No,0,Not applicable to me,48,F,Never
1,,,,,,,,,,,,,,,,0,I know some,Not applicable to me,N/A,Unsure,,Maybe,Maybe,Maybe,Maybe,Somewhat open,N/A,I don't know,Maybe,Maybe,No,0,Not applicable to me,39,Male,Always
0,6-25,1,,No,No,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,No,Maybe,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",No,No,No,No,0,Not applicable to me,28,Male,Sometimes
0,100-500,1,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,Yes,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Maybe,Yes,1,Rarely,37,Male,Always
0,More than 1000,1,,Yes,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,I don't know,Yes,No,No,1,Sometimes,33,Male,Sometimes
0,6-25,1,,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,Yes,Yes,No,Yes,I don't know,No,,,,,,,No,No,"Yes, it has","Yes, I think they would",Somewhat not open,"Yes, I experienced",No,No,Yes,No,1,Not applicable to me,21,Male,Never
0,26-100,0,1,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,No,Yes,1,Rarely,25,male,Sometimes
1,,,,,,,,,,,,,,,,0,"No, I don't know any",Not applicable to me,N/A,Not applicable to me,,Maybe,Yes,"No, I don't think it would",Maybe,Not applicable to me (I do not have a mental illness),N/A,No,No,No,No,0,Not applicable to me,15,male,Sometimes
0,100-500,1,,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,No,Yes,,,,,,,No,No,"Yes, it has",Maybe,Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,40,Male,Always
0,100-500,0,1,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,N/A,Yes,Yes,Maybe,Yes,1,Not applicable to me,30,Female,Sometimes
1,,,,,,,,,,,,,,,,0,"No, I don't know any",Not applicable to me,I'm not sure,Yes,26-50%,Maybe,Maybe,"Yes, I think it would",Maybe,Neutral,No,I don't know,No,Maybe,No,0,Sometimes,27,Male,Always
0,1-5,1,,No,No,No,No,No,Very easy,No,Maybe,Maybe,No,I don't know,Yes,,,,,,,Yes,Yes,"Yes, I think it would","Yes, I think they would",Very open,No,No,No,No,No,0,Never,25,male,Never
0,More than 1000,1,,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,No,Yes,Maybe,I don't know,No,,,,,,,No,No,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,38,Male,Sometimes
0,100-500,0,1,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,I don't know,No,,,,,,,Yes,Maybe,"No, I don't think it would",Maybe,Somewhat open,No,Yes,No,Maybe,No,1,Rarely,24,Male,Never
0,6-25,1,,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,No,No,Maybe,Yes,No,No,,,,,,,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Neutral,No,No,No,No,No,0,Not applicable to me,23,Male,Never
1,,,,,,,,,,,,,,,,1,I know some,"Sometimes, if it comes up",Yes,Yes,1-25%,No,No,"Yes, it has","No, I don't think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,39,Female,Always
